Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
warrick2_0_c_p.txt,1,6691,59.22,75.94,9.14,12.34,21.45,19.43,77.7,50.32,14.81,7.1,5.96,11.58,8.59,3.9,6.41,1.51,15.01,3.02,1.79,1.69,12.67,1.78,3.69,1.33,2.35,0.07,0.27,0.45,10.06,0.03,0.12,2.06,0.48,11.6,3.45,1.87,1.09,2.23,1.55,3.18,1.49,0.42,0.73,0.31,3.78,0.34,2.71,0,1.05,4.99,0.97,1.6,1.64,0.52,0.7,4.5,8.83,0.96,9.15,1.23,3.62,4.3,2.27,0.3,0.03,0.69,0.01,0.76,0.34,0,0.04,0.07,0.22,0
buonomo1_1_c_d.txt,1,11651,57.14,76.06,5.77,23.88,14.4,16.72,74.89,49.13,15.23,6.29,5.72,10.9,8.52,3.74,4.63,2.93,15.84,2.25,1.34,1.76,12.91,1.39,2.33,1.1,1.22,0.05,0.17,0.59,12.11,0.15,0.03,0.39,3.65,12.26,2.64,1.62,1.55,2.51,1.76,4.05,2.73,1.15,1.27,0.19,5.01,0.84,3.13,0.01,1.18,4.63,1.06,1.49,1.89,0.49,0.85,6.08,8.14,0.7,9.1,1.32,4.25,3.73,1.89,0.41,0.09,0.09,0.04,0.14,0.21,0,0.03,0.12,0.03,0.01
sury1_0_c_d.txt,1,32516,50.51,76.22,12.05,27.2,15.39,15.03,78.26,51.3,15.71,7.02,5.47,10.92,8.46,4.75,6.06,2.19,16.35,2.25,1.4,1.68,12.64,1.91,2.58,1.33,1.24,0.21,0.17,0.18,11.31,0.17,0.1,0.35,2.65,12.94,3.62,1.91,1.47,2.88,1.42,3.72,2.37,1.01,1.07,0.26,2.49,0.2,1.36,0,1.25,5.27,1.42,1.3,1.53,0.74,0.59,5.76,8.78,1.02,9.36,1.42,4.52,3.52,2.61,0.25,0.07,0.84,0.01,0.11,0.47,0.01,0.02,0.2,0.21,0.01
dombey1_0_c_p.txt,1,17010,43.36,83.31,8.9,21.52,15.19,18.14,88.04,58.53,17.99,8.07,7.01,11.92,10.42,4.69,6.7,2.42,18.3,2.62,1.5,2.03,1.85,1.61,3.43,1.55,1.82,0.26,0.31,0.21,13.49,0.49,0.03,0.8,3.32,14.18,4.19,2.54,1.65,2.53,1.39,3.81,1.75,0.73,0.83,0.12,4.94,0.62,3,0.02,2.05,5.76,1.89,1.09,1.22,0.71,1.09,6.2,9.71,0.93,9.37,1.23,4.7,3.46,1.79,0.38,0.16,0.49,0.02,0.34,0.32,0,0,0.15,0.15,0
kalyvas1_0_c_d.txt,1,12686,32.06,80.65,22.62,33.8,12.81,14.8,88.44,58.93,19.45,8.13,5.05,12.15,10.44,5.61,6.51,2.66,20.17,2.44,1.35,2.39,2.14,2.06,2.48,1.46,0.99,0.28,0.14,0.13,13.87,0.44,0.27,0.61,3.39,14.04,3.19,2.07,1.51,2.79,2.07,4.49,3.37,1.28,1.72,0.24,4.05,0.52,2.4,0.02,1.88,5.16,1.32,1.04,1.38,1.01,0.59,5.12,12.85,1.19,11.52,2.1,5.79,3.73,1.63,0.28,0.24,0.35,0.04,0.09,0.55,0.04,0.02,0.24,0.2,0.01
jordan1_1_c_p.txt,1,20312,49.84,84.98,13.55,25.06,15.28,19.34,86.6,56.94,17.63,8.31,7.18,12.23,9.34,4.85,7.16,1.42,17.23,2.47,1.4,2.41,2.42,1.9,3.1,1.52,1.56,0.2,0.32,0.29,12.43,0.14,0.01,2.24,1.3,11.99,3.89,2.28,0.99,1.97,1.39,2.89,2.34,0.96,1.02,0.29,4.37,0.52,2.87,0.01,1.51,5.58,1.55,1.36,1.99,0.47,0.58,5.85,9.08,1.19,10.78,1.6,5.58,3.74,2.88,0.24,0.1,0.47,0.05,0.08,0.3,0,0.04,0.13,0.12,0
schoeff1_1_c_d.txt,1,16433,52.01,75.12,12.78,20.09,15.32,19.27,84.59,55.55,16.64,8.15,6.1,12.94,9.6,4.97,5.51,2.57,16.79,2.57,1.5,1.83,3.02,1.96,2.92,1.23,1.61,0.36,0.14,0.27,11.34,0.32,0.14,0.52,3.31,13.47,3.82,1.96,1.56,2.39,1.66,3.83,1.84,0.77,0.84,0.18,4.61,0.42,2.6,0.01,2.32,5.59,1.18,1.39,1.74,0.77,1.02,5.37,10.16,0.58,10.04,1.13,5.65,3.45,2.23,0.21,0.1,0.38,0.05,0.13,0.26,0,0,0.13,0.11,0
shulman1_0_c_d.txt,1,34799,53.3,80.76,11.84,28.5,15.43,16.89,75.59,49.65,16,6.93,5.52,10.91,8.12,4.84,5.15,2.1,15.28,2.43,1.43,1.76,11.71,1.66,2.92,1.53,1.37,0.21,0.2,0.16,11.64,0.21,0.07,0.22,2.87,11.14,3.37,1.53,0.99,2.21,1.52,3.1,2.03,0.88,0.97,0.13,3.41,0.52,1.96,0.02,1.4,4.79,1.27,0.92,1.24,0.7,0.95,5.36,8.19,0.83,9.72,1.52,4.32,4.05,1.61,0.35,0.33,0.37,0.03,0.03,0.61,0.01,0.08,0.4,0.11,0
davis1_0_c_d.txt,1,19082,54.86,77.9,2.55,21.66,19.57,12.14,62.49,41.65,13.88,5.51,3.8,8.65,7.09,3.94,5.03,1.75,13.82,1.86,1.32,1.59,29.89,1.16,2.09,0.91,1.17,0.13,0.13,0.38,10.72,0.17,0.11,3.55,0.71,9.2,2.71,1.2,1.26,1.75,1.17,2.51,1.83,0.62,0.93,0.24,2.78,0.25,1.35,0.02,1.52,4.02,0.81,1.23,1.08,0.53,0.59,5.33,6.44,0.76,8.19,1.03,3.24,4.05,1.47,0.15,0.08,0.24,0,0.01,0.28,0,0.05,0.08,0.15,0
sherman1_1_c_p.txt,1,12153,26.51,84.41,9.78,41.23,13.69,15.89,89.58,59.37,19.97,9.25,5.71,10.28,11.74,4.62,6.65,2.75,20.32,2.58,1.42,2.47,2.15,1.76,3.49,2.16,1.31,0.15,0.33,0.06,14.56,0.19,0.11,0.79,2.86,15.39,3.93,2.25,1.84,2.65,2.02,4.73,2.18,0.56,1.31,0.21,4.79,0.46,3.07,0.02,1.59,5.55,1.7,1.14,1.52,0.72,0.73,5.06,12.78,1.2,8.63,1.23,3.91,3.57,2.32,0.29,0.2,0.24,0.02,0.36,0.68,0,0.14,0.26,0.24,0.01
schleider1_0_c_d.txt,1,20545,42.99,82.04,19.65,23.56,16.24,18.09,84.79,56.96,17.72,7.71,6.05,12.31,9.81,5.31,6.39,2.55,17.7,2.23,1.36,1.72,2.36,2.07,2.56,1.2,1.34,0.09,0.16,0.25,12.97,0.17,0.08,0.48,2.14,14.11,4.34,1.98,1.38,2.86,1.79,3.9,2.24,0.9,1.17,0.11,3.63,0.49,2.39,0,1.24,4.68,1.24,1.08,1.46,0.53,0.73,5.8,10.44,0.99,9.71,1.72,4.58,3.61,2.1,0.25,0.11,0.27,0.01,0.18,0.37,0,0.07,0.13,0.16,0.01
webb2_1_c_p.txt,1,4430,46.01,92.62,4.18,54.24,18.16,14.72,88.62,59.32,18.65,7.95,6.43,13.43,10.54,4.42,6.57,2.03,17.2,2.33,1.29,2.42,0.97,1.92,4.51,3,1.49,0.2,0.27,0.54,16.61,1.63,0.25,3.34,4.18,12.01,3.21,1.76,1.56,1.63,1.96,2.82,1.69,0.5,0.74,0.29,2.01,0.27,1.51,0,0.2,5.76,2.19,1.17,1.83,0.77,0.63,6.21,9.44,0.72,10.41,1.67,4.99,3.91,1.67,0.27,0.18,0.54,0.09,0.18,0.38,0,0.09,0.27,0.02,0
gray2_0_c_p.txt,1,15423,28.88,84.28,21.73,34.67,13.83,15.18,91.47,60.37,20.7,9.99,5.37,12.09,10.24,5.19,7.54,2.52,19.23,3.73,1.87,2.65,1.71,2.02,4.08,2.28,1.76,0.19,0.28,0.41,13.84,0.22,0.09,0.21,1.8,17.07,4.49,2.88,2.09,3.37,2.05,4.82,2.8,1.43,1,0.32,2.75,0.35,1.95,0.03,0.93,5.84,1.73,1.05,1.9,0.67,0.94,5.63,11.15,0.89,9.33,1.6,5.23,2.56,2.76,0.27,0.08,0.8,0.06,0.15,0.6,0.01,0.1,0.23,0.22,0.02
piendle1_1_c_p.txt,1,28017,56.58,81.17,7.82,33.53,15.4,17.13,76.19,48.6,14.41,6.61,6.42,9.62,8.99,3.78,5.76,1.73,15.6,2.89,1.53,1.96,13.87,1.79,3.85,2.13,1.68,0.2,0.43,0.28,11.2,0.17,0.19,0.36,1.55,11.02,2.76,1.84,1.35,1.98,1.56,3.17,1.67,0.65,0.66,0.28,3.66,0.27,2.3,0.04,1.6,6.32,2,1.14,1.97,0.87,0.91,5.1,8.85,0.96,8.66,1.33,4.12,3.3,2.47,0.41,0.12,0.56,0.05,0.24,0.64,0.02,0.09,0.32,0.17,0
ciccone1_1_c_d.txt,1,12485,43.28,79.99,14.19,32.94,12.6,15.86,86.11,57.57,17.84,8.19,6.11,12.29,9.49,5.34,6.37,2.68,17.44,2.96,1.72,2.07,2.55,1.92,2.74,1.51,1.1,0.22,0.18,0.2,12.69,0.22,0.12,0.54,3.41,13.18,3.09,1.6,1.65,2.5,1.66,4.11,2.27,1.18,0.85,0.23,4.65,1.3,2.24,0.21,1.34,5.16,1.15,1.26,1.59,0.94,0.64,5.63,10.48,0.69,11.41,1.88,5.81,4.12,1.58,0.5,0.12,0.26,0.01,0.12,0.2,0,0.04,0.04,0.11,0
sammarco2_0_c_d.txt,1,16644,58.91,66.41,31.22,28.77,16.93,18.79,85.01,55.65,14.17,7.37,7.42,12.87,9.91,4.91,6.49,2.59,16.32,3.24,1.91,1.71,2.61,2.4,2.72,1.43,1.25,0.13,0.16,0.32,9.37,0.29,0.05,1.21,1.02,14.25,4.31,1.68,1.36,3.24,1.6,4.12,2,1.06,0.64,0.28,4.51,0.73,2.91,0.05,1.23,4.9,1.21,1.06,1.52,0.75,0.63,4.54,9.61,1.23,11.76,1.54,6.15,4.3,1.93,0.27,0.26,0.37,0.03,0.08,0.38,0.01,0.01,0.22,0.14,0
smith2_1_c_d.txt,1,9583,37.42,86.84,8.72,31.09,13.91,15.38,87.64,58.25,18.57,8.55,5.41,12.52,10.28,5.86,6.36,2.3,19.64,1.71,1.12,2.17,2.6,2.05,2.67,1.48,1.17,0.2,0.11,0.14,14.07,0.4,0.1,3.65,1.03,13.25,4.16,1.69,1.29,2.64,1.81,3.4,1.99,0.7,1.15,0.11,4.25,0.26,2.57,0.01,2.09,6.27,1.48,1.86,1.95,0.55,0.8,7.7,9.97,0.92,10.04,1.64,4.36,4.33,2.19,0.27,0.1,0.46,0.03,0.04,0.57,0,0,0.22,0.26,0
jacobson1_0_c_d.txt,1,15189,53.12,90.44,9.51,31.97,18.43,17.33,77.95,49,16.89,6.75,4.81,10.96,7.47,4.13,5.6,1.55,15.45,2.69,1.51,1.49,11.26,2,2.43,1.38,1.01,0.17,0.11,0.11,14.81,0.53,0.22,1.63,3.62,11.62,4.09,1.47,0.99,2.36,1.49,2.93,1.96,0.59,1.2,0.12,4.35,0.35,2.97,0.01,1.69,5.14,1.59,1.11,1.42,0.57,0.74,6.04,7.88,0.74,9.91,1.17,4.08,4.87,2.08,0.21,0.14,0.41,0.01,0.09,0.24,0.01,0.01,0.13,0.09,0.01
evers1_1_c_d.txt,1,22117,40.75,77.21,16.99,28.1,16.49,15.98,86.61,58.88,18.27,8.95,6.14,12.63,10.12,5.43,6.66,2.52,18.25,2.4,1.53,2.22,1.89,2.2,2.39,1.26,1.12,0.17,0.18,0.1,12.15,0.18,0.06,2.17,1.03,14.05,3.5,1.96,1.58,2.8,1.72,4.43,2.37,1.18,1.07,0.09,3.85,0.35,2.31,0.01,1.86,4.96,1.06,1.26,1.5,0.79,0.72,6.57,9.86,0.98,10.43,1.58,5.05,4.02,1.89,0.32,0.08,0.25,0.06,0.09,0.26,0,0,0.13,0.13,0
taylor1_1_c_p.txt,1,12985,54.71,82.16,11.69,21.62,16.52,21.08,86.52,56.4,16.8,7.89,6.83,12.95,9.85,4.01,6.65,1.76,17.05,3,1.96,2.39,2.17,2.03,3.1,1.41,1.68,0.3,0.15,0.24,11.9,0.05,0.08,1.99,0.85,12.1,3.16,2.26,1.39,2.03,1.46,3.27,2.13,0.76,0.92,0.44,4.65,0.32,3.27,0,1.69,5.7,1.34,1.34,1.99,0.76,0.75,5.75,9.1,1.29,10.74,1.46,5.17,4.19,2.93,0.2,0.07,0.45,0.02,0.04,0.38,0.01,0.08,0.08,0.19,0.01
hausner1_0_c_d.txt,1,10034,47.47,85.37,13.82,29.09,17.42,18.48,86.66,57.06,17.9,7.99,6.59,12.39,9.4,5.68,6.14,1.69,17.04,3.03,1.68,2.2,2.43,2,2.28,1.2,1,0.11,0.09,0.16,12.53,0.31,0.16,0.61,3.16,13.68,3.71,2.38,1.52,2.23,1.98,3.32,1.89,0.95,0.54,0.33,4.74,0.51,2.47,0,2.52,6.22,1.87,1.66,1.4,0.64,0.91,6.07,9.06,0.62,11.14,1.44,4.72,5.21,1.7,1.01,0.4,0.34,0,0.1,0.43,0,0.03,0.23,0.16,0.01
hancock1_0_c_d.txt,1,16969,46.89,89.21,15.19,28.52,16.19,19.23,85.56,54.89,17.9,7.34,5.77,11.99,8.43,4.44,7.08,1.94,17.04,2.7,1.53,1.56,2.03,2,2.6,1.35,1.18,0.18,0.14,0.15,14.79,0.52,0.08,3.31,1.6,13.36,4.85,1.61,1.32,2.57,1.86,3.32,2.25,0.8,1.34,0.09,4.54,0.34,2.64,0.01,2.37,4.81,1.21,1.17,1.46,0.53,0.74,6.71,8.65,1,10.37,1.33,4.51,4.61,1.79,0.27,0.14,0.29,0.02,0.24,0.34,0.01,0,0.19,0.14,0
denton1_0_c_p.txt,1,11766,39.69,86.85,11.12,20.85,15.75,15.58,90.25,58.05,17.36,7.01,6.36,11.77,9.71,5.75,7.73,2.18,18.66,3.51,1.99,2.46,2.35,2.23,4.19,1.93,2.25,0.29,0.25,0.54,14.16,0.45,0.11,2.59,0.58,15.32,4.5,2.86,1.84,2.97,1.78,3.8,2.04,0.65,0.97,0.4,3.65,0.25,2.61,0,1.87,6.97,1.73,1.95,1.78,0.88,1.39,6.09,10.67,0.66,9.38,1.38,4.87,3.26,2.41,0.34,0.29,0.92,0.01,0.41,0.62,0.01,0.06,0.4,0.14,0.01
ahrens1_1_c_p.txt,1,34846,26.4,85.73,14.28,33.7,17.24,13.69,84.95,56.25,18.69,8.02,5.52,9.39,10.93,5.41,7.52,2.15,19.9,2.34,1.26,2.68,7.82,2.05,3.32,1.86,1.4,0.12,0.23,0.25,14.32,0.18,0.13,0.28,1.62,13.92,3.97,2,1.78,2.61,1.37,3.92,1.95,0.73,0.97,0.18,3.18,0.41,1.91,0.02,1.3,5.87,1.9,1.09,1.72,0.92,0.61,4.61,12.72,1.39,8.54,1.5,3.7,3.45,2.2,0.32,0.13,0.6,0.04,0.2,0.6,0.01,0.08,0.26,0.13,0.01
goveia1_1_c_d.txt,1,16815,53.68,84.4,10.85,25.2,16.53,18.36,84.83,53.42,15.7,6.77,6.65,11.53,8.67,4.63,6.79,2.05,17.06,2.99,1.67,1.75,2.54,1.66,3.68,1.81,1.84,0.21,0.28,0.2,13.74,0.74,0.07,2.84,1.46,13.33,3.75,2.07,1.45,2.69,1.72,3.73,2.78,1.02,1.18,0.5,4.82,0.36,2.49,0.04,2.77,5.61,1.45,1.49,1.35,0.74,0.96,7.1,8,0.71,9.95,1.2,4.86,4,1.88,0.37,0.23,0.31,0.02,0.23,0.4,0.02,0.09,0.12,0.17,0
smith4_0_c_d.txt,1,14590,46.13,83.76,17.01,19.43,15.42,17.96,84.13,55.37,18.65,8.98,5.15,12.74,7.76,5,5.89,2.89,15.9,2.27,1.31,1.38,2.17,2.19,3.07,1.3,1.72,0.21,0.21,0.33,13.38,0.21,0.04,0.61,3.16,14.5,4.34,1.96,1.16,2.68,2.02,4.25,2.39,0.9,1.03,0.36,3.25,0.31,1.84,0.04,1.54,5.97,1.82,1.58,1.6,0.62,0.75,6.57,8.2,0.58,10.55,1.22,4.89,4.51,2.36,0.32,0.19,0.39,0.02,0.22,0.18,0,0.02,0.1,0.06,0
sury1_0_c_p.txt,1,18763,48.72,81.92,11.69,29.51,19.4,14.99,78.46,52.61,17.29,7.96,6.37,10.69,8.59,4.51,6.51,1.55,16.35,1.99,1.26,2.01,12.6,1.56,2.58,1.4,1.17,0.18,0.23,0.14,11.95,0.18,0.01,0.49,2.49,11.71,3.46,1.99,1.19,2,1.16,3.29,1.81,0.62,1,0.16,3.75,0.62,1.98,0.01,1.6,5.16,1.65,1.06,1.56,0.56,0.68,5.65,8.57,1.22,9.44,1.53,5.06,2.97,1.89,0.25,0.14,0.66,0.01,0.21,0.33,0.01,0.06,0.13,0.12,0.01
buonomo1_1_c_p.txt,1,9842,44.9,76.1,12.24,23.54,14.98,15.46,79.53,51.48,16.27,7.22,5.54,9.89,9.5,4.36,5.48,2.57,17.06,2.79,1.72,2.29,12.4,2.32,2.44,1.14,1.28,0.14,0.08,0.35,12.02,0.09,0.05,0.18,2.77,14.57,3.46,2,1.64,3.42,1.65,4.82,2.89,0.91,1.61,0.33,5.39,0.61,3.91,0,1.31,5.26,1.12,1.2,2.12,0.72,0.69,5.61,9.88,0.89,9.01,1.07,4.38,3.64,1.99,0.35,0.04,0.21,0,0.15,0.35,0.01,0,0.26,0.07,0
warrick2_0_c_d.txt,1,21217,45.61,76.72,14.27,32.49,15.3,15.46,76.11,50.06,16.39,7.18,5.11,10.11,8.71,4.71,5.72,2.18,16.17,2.1,1.22,1.93,13.05,1.65,2.16,1.26,0.87,0.2,0.11,0.08,11.37,0.26,0.12,2.42,0.97,12.06,3.55,1.82,0.91,2.43,1.31,3.6,2.27,0.83,1.15,0.18,3.89,0.92,2.14,0.01,1.31,4.13,1.07,0.9,1.18,0.65,0.58,6.31,8.38,0.9,9.65,1.47,4.46,3.87,1.77,0.25,0.22,0.28,0.09,0.54,0.66,0,0.11,0.32,0.22,0
kalyvas1_0_c_p.txt,1,9932,31.09,84.59,10.86,28.96,12.93,15.8,87.87,59.9,20.49,10.33,6.54,10.92,11.44,4.86,6.64,1.9,19.84,2.68,1.61,2.35,2.53,1.83,2.73,1.45,1.26,0.24,0.17,0.07,12.94,0.21,0.04,0.23,1.83,12.66,2.81,2.5,1.64,2.54,1.14,3.57,1.78,0.68,0.92,0.13,4.42,0.45,2.71,0.04,2.26,5.67,1.47,1.07,1.42,0.93,0.99,5.53,12.39,1.3,9.47,1.65,4.31,3.74,2.73,0.18,0.12,0.46,0.02,0.23,0.38,0.01,0.04,0.15,0.13,0.01
dombey1_0_c_d.txt,1,19454,38.77,78.8,11.26,30.82,15.45,15.23,88.12,59.25,18.42,8.36,6.32,12.36,10.57,5.81,6.36,2.45,19.04,2.49,1.62,2.32,2.13,1.68,2.36,1.31,1.01,0.21,0.18,0.12,12.84,0.27,0.04,0.56,3.94,14.23,3.77,2.17,2.07,3.03,1.88,3.97,2.6,0.91,1.41,0.13,5.26,0.86,2.77,0,2.71,4.73,0.87,1.3,1.47,0.72,0.64,6.71,9.99,0.87,10.79,1.36,5.34,4.22,1.7,0.2,0.1,0.31,0,0.18,0.34,0,0.01,0.13,0.19,0.01
schoeff1_1_c_p.txt,1,19514,21.99,88.29,15.1,41.72,15.67,15.04,89.74,59.92,20.87,8.49,5.65,9.9,12.06,4.82,6.81,2.74,20.76,2.9,1.48,2.25,2.62,1.76,3.96,2.38,1.5,0.17,0.33,0.19,15.75,0.14,0.06,0.27,2.17,15.26,4.3,2.19,2.04,2.71,1.51,4.7,2.19,0.65,1.28,0.23,3.25,0.35,2.11,0.02,1.22,6.84,1.9,1.33,2.23,1.14,0.82,4.69,14.05,1.1,8.5,1.25,3.88,3.5,2.56,0.41,0.08,0.6,0.07,0.12,0.7,0,0.12,0.29,0.23,0.02
jordan1_1_c_d.txt,1,19007,40.35,84.26,12.74,23.86,14.37,17.02,85.43,55.07,17.15,6.54,5.88,11.01,9.49,5.15,7.11,2.35,18.26,2.46,1.29,2.03,2.31,1.59,3.05,1.44,1.56,0.18,0.25,0.16,14.09,0.35,0.15,3.6,1.04,13.91,4.08,2.34,1.55,2.58,1.63,4.02,2.64,0.96,1.4,0.19,5.32,0.59,3.09,0.03,2.19,5.79,1.48,1.47,1.48,0.94,0.8,7.24,9.22,0.76,10.35,1.04,4.98,4.38,2.07,0.41,0.15,0.3,0.08,0.08,0.54,0.01,0.04,0.25,0.22,0.01
sherman1_1_c_d.txt,1,10742,32.48,86.64,3.32,33.65,15.04,16.21,88.08,58.76,19.07,7.76,4.86,12.33,10.18,5.5,6.53,3.22,19.83,2.35,1.27,2.3,1.4,2.07,3.02,1.7,1.25,0.29,0.27,0.06,15.93,0.46,0.11,0.95,5.09,14.49,2.77,2.1,2.05,2.65,2.25,4.25,2.37,0.73,1.47,0.12,4.44,0.34,2.26,0.02,2.22,6.96,1.57,2.82,1.77,0.48,0.71,7.62,9.65,0.68,9.66,1.42,4.04,4.46,1.7,0.44,0.14,0.3,0.03,0.13,0.36,0.01,0.04,0.14,0.18,0
davis1_0_c_p.txt,1,20360,50.9,83.94,7.36,28.71,15.84,10.41,65.81,43.79,14.89,6.17,4.25,8.39,7.73,3.67,5.59,1.39,15.08,2.15,1.36,1.71,29.07,1.5,3.03,1.59,1.41,0.2,0.2,0.36,10.72,0.08,0.03,1.26,0.43,10.38,3.01,1.6,1.11,2.21,1.16,2.92,1.79,0.59,0.82,0.34,2.17,0.31,1.44,0,0.83,4.75,1.44,0.8,1.32,0.68,0.66,3.7,9.63,1.31,8.2,1.68,3.62,3.02,1.53,0.13,0.09,0.27,0,0.09,0.75,0.01,0.1,0.45,0.19,0.01
shulman1_0_c_p.txt,1,37632,51.08,81.89,11.42,34.49,12.83,16.08,81.66,54.12,16.9,8.21,7.38,10.81,10.19,4.51,5.4,1.75,17.28,2.81,1.54,2.04,7.57,1.81,3.84,2.14,1.63,0.29,0.4,0.25,11.59,0.25,0.11,0.18,2.02,11.84,3.04,2.03,1.36,2.17,1.49,3.12,2.03,0.73,0.99,0.26,3.16,0.57,1.99,0.03,0.95,5.81,1.52,1.06,1.79,1.11,0.76,4.54,10.71,1.16,9.51,1.52,5.01,3.05,1.84,0.42,0.22,0.52,0.08,0.18,0.49,0.02,0.04,0.3,0.12,0.01
ciccone1_1_c_p.txt,1,9046,54.96,86.82,13.98,27.06,14.29,17.69,85.25,53.7,16.88,6.58,6.23,12.1,8.55,4.16,5.86,2.1,16.8,2.62,1.33,1.54,2.22,1.71,2.6,1.33,1.25,0.19,0.23,0.18,14.04,0.41,0.11,0.63,4.26,10.27,3.05,1.39,0.92,2.01,1.53,2.45,2.74,1.02,1.3,0.35,5.52,1.18,3.52,0.31,1.11,6.48,1.29,0.97,3.16,0.77,0.62,7.54,7.37,1.07,12.02,2.14,6.07,3.95,2.72,0.42,0.15,0.4,0.01,0.43,0.87,0,0.27,0.43,0.17,0.02
piendle1_1_c_d.txt,1,31151,64.01,67.11,11.79,26.62,21.02,17.94,74,47.52,12.4,5.95,5.97,11.23,8.13,4.48,6.1,2.03,14.32,2.97,1.68,1.44,13.88,2.01,2.83,1.42,1.37,0.2,0.15,0.21,8.88,0.2,0.15,0.68,1.84,12.32,3.2,1.84,1.37,2.37,1.68,3.59,1.66,0.56,0.76,0.3,3.51,0.28,1.97,0.03,1.8,4.54,1.21,0.97,1.34,0.56,0.81,5.43,7.21,0.74,9.6,1.17,4.53,4.02,2.41,0.21,0.14,0.41,0.03,0.14,0.38,0,0.09,0.18,0.09,0
gray2_0_c_d.txt,1,13434,47.84,82.13,12.83,17.83,14.31,17.47,86.21,54.83,16.23,6.81,6.01,11.93,8.73,4.86,7.15,2.68,16.98,3.58,1.3,1.5,2.5,1.7,3.17,1.3,1.85,0.44,0.22,0.45,13.39,0.21,0.13,0.56,3.65,14.38,3.94,2.47,1.53,2.83,1.5,4.44,3.91,2.36,1.36,0.1,3.93,0.31,2.34,0,1.79,5.49,1.4,1.25,1.5,0.61,1.09,7.34,8.63,0.68,10.29,1.11,4.59,4.66,2.4,0.25,0.04,0.32,0.04,0.17,0.25,0.04,0.02,0.06,0.13,0.01
webb2_1_c_d.txt,1,3427,58.08,95.28,5.95,27.71,17.94,15.49,85.29,55.41,18.56,7.18,6.33,14.06,8.37,4.17,6.01,1.37,14.77,2.95,1.81,1.58,2.89,1.46,6.36,3.21,3.09,0.15,0.15,1.23,16.92,1.98,0.41,2.74,2.66,9.6,2.31,1.23,1.17,1.37,1.23,3.15,1.69,0.41,0.79,0.23,2.25,0.38,1.63,0,0.12,7.94,3.27,2.13,1.63,1.49,0.9,4.84,8.55,0.93,9.78,1.2,4.81,4,2.6,0.58,0.32,0.64,0,0.58,0.06,0,0,0,0.06,0
schleider1_0_c_p.txt,1,23837,26.5,83.54,17.32,45.34,16.14,15.03,87.46,59.08,19.7,8.4,5.91,10.55,11.63,5.23,7.25,2.4,19.49,2.79,1.65,2.51,2.16,1.82,4.33,2.68,1.62,0.11,0.34,0.4,13.61,0.32,0.14,0.24,1.89,13.54,3.92,1.83,1.85,2.45,1.46,3.83,1.77,0.65,0.84,0.2,3.42,0.51,2.21,0.01,1.02,6.37,2.08,1.35,2.27,0.86,0.61,4.81,12.41,1.28,9.05,1.69,4.09,3.38,1.98,0.49,0.17,0.61,0.02,0.21,0.95,0,0.1,0.59,0.21,0.03
smith2_1_c_p.txt,1,12136,38.45,81.46,16.28,11.08,15.17,17.09,87.8,57.66,17.25,8.06,6.01,11.76,10.13,5.38,7.49,2.58,18.57,3.47,2.15,1.96,2.12,1.97,4.25,1.55,2.69,0.3,0.5,0.68,12.71,0.29,0.09,1.99,0.75,15.84,4.8,2.71,1.62,3.58,1.67,4.35,2.22,0.77,0.92,0.51,3.42,0.64,2.53,0,1.1,6.46,1.45,1.32,2.1,0.7,1.41,6.27,10.39,0.86,9.4,1.44,5.09,3.06,1.97,0.17,0.16,0.71,0,0.27,0.5,0,0.02,0.3,0.19,0
sammarco2_0_c_p.txt,1,19460,52.99,84.03,20.23,36.83,13.85,19.29,84.66,54.4,15.81,7.71,6.8,12.03,9.31,5.35,6.68,1.59,16.94,2.73,1.84,2.05,3.11,1.9,3.23,1.93,1.3,0.15,0.26,0.31,11.2,0.25,0.09,1.08,0.6,12.95,4.15,2.08,1.22,2.73,1.46,3.19,1.92,0.85,0.6,0.38,4.56,0.57,3.06,0.03,1.47,6.29,2.33,1.49,1.58,0.85,0.56,4.74,10.06,1.03,10.52,1.56,4.77,4.23,2.12,0.36,0.2,0.46,0.06,0.16,0.6,0.01,0.07,0.36,0.14,0.01
hausner1_0_c_p.txt,1,18159,40.31,86.88,11.17,30.12,15.21,16.72,87.44,57.06,18.73,8.1,5.74,11.93,9.82,4.64,6.8,2.08,18.34,2.26,1.4,2.26,2.39,1.79,2.61,1.43,1.17,0.13,0.35,0.19,14.68,0.7,0.07,0.7,3.72,12.14,3.18,2.07,1.19,2.06,1.44,3.69,2.13,0.74,1.04,0.24,5,0.66,3.22,0.03,2.04,5.61,1.5,1.15,1.75,0.9,0.7,7.27,9.23,0.95,11.08,1.61,5.37,4.27,2.34,0.66,0.53,0.5,0.05,0.28,0.63,0.02,0.31,0.12,0.19,0
